method,input_length,max_new_tokens,total_time_sec,generated_tokens,tokens_per_sec,decode_tokens_per_sec,model_memory_mb,peak_memory_mb,prefill_sec,decode_sec,ttft_sec,total_time_sec_std,generated_tokens_std,tokens_per_sec_std,decode_tokens_per_sec_std,model_memory_mb_std,peak_memory_mb_std,prefill_sec_std,decode_sec_std,ttft_sec_std,success_rate,model_name,device,dtype,quant_bits,kv_cache_memory_mb,incremental_memory_bytes_per_token,kv_mb_per_token,ms_per_decode_token,prefill_tokens_per_sec,decode_tokens_per_sec_per_gb,max_feasible_context_tokens,baseline_peak_memory_mb,baseline_kv_cache_memory_mb,baseline_decode_tokens_per_sec,baseline_ttft_sec,baseline_prefill_sec,baseline_ms_per_decode_token,baseline_prefill_tokens_per_sec,memory_savings_mb,memory_savings_pct,throughput_ratio,throughput_loss_pct,decode_slowdown_factor,extra_ms_per_token,ttft_ratio,prefill_throughput_ratio,memory_saved_per_1pct_throughput_loss_mb
int4,512,32,6.32017573266656,32.0,5.063303713110119,5.120336679377057,14324.5234375,14447.1875,0.07039699433327463,6.249778738333286,0.07039699433327463,0.04255668909056837,0.0,0.03416360761238966,0.03458472617484353,0.0,0.0,0.00043915592550665915,0.042127725948416295,0.00043915592550665915,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,122.6640625,236438.58823529413,0.22548540900735295,195.29965754549966,7273.037788745369,0.36292356278217514,118125.0559836953,14552.7646484375,228.2412109375,28.23017295204808,0.04840763999997457,0.04840763999997457,35.423091516251255,10576.842828947434,105.5771484375,0.7254782921871522,0.18137815478759156,81.86218452124085,5.513343109985216,159.8765660292484,1.4542537982291972,0.6876378808277284,1.2896937585400718
int4,512,64,21.296631116999986,64.0,3.005182764434154,3.015330657795669,14324.5234375,14447.1875,0.07166923099998707,21.224961886,0.07166923099998707,0.053432606544525946,0.0,0.007545211258454001,0.007703035520481183,0.0,0.0,0.0019280923474281294,0.05419012829546526,0.0019280923474281294,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,122.6640625,223303.11111111112,0.2129584418402778,331.638587434733,7143.930426713974,0.2137231619360353,125073.58868861855,14552.7646484375,228.2412109375,27.616231835699363,0.048450652999993765,0.048450652999993765,36.21058824931014,10567.45303309051,105.5771484375,0.7254782921871522,0.10918689688496047,89.08131031150394,9.15860811626144,295.42799918542283,1.4792211572462457,0.676031433907844,1.185177317984127
int4,512,128,77.27994624499995,128.0,1.6563179431263482,1.6578114189778488,14324.5234375,14447.1875,0.06961948866667923,77.21032675633326,0.06961948866667923,0.10639296693057373,0.0,0.00227847908281883,0.0022787725870580633,0.0,0.0,0.0009720522195123041,0.1062148509440282,0.0009720522195123041,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,122.6640625,200972.8,0.19166259765625,603.2049173702559,7354.262575114972,0.11750376279350684,138970.65409846508,14552.7646484375,228.2412109375,27.535713332729745,0.048377006999923304,0.048377006999923304,36.31647337101563,10583.54023432685,105.5771484375,0.7254782921871522,0.06020586425147469,93.97941357485253,16.6096776856003,566.8884439992403,1.4391028503848864,0.6948773673351777,1.1234071848449037
int4,1024,32,6.249579071000274,32.0,5.120843758440689,5.213510808852375,14324.5234375,14561.1953125,0.11122193966684786,6.138357131333426,0.11122193966684786,0.07566902429574417,0.0,0.06180942793668292,0.05507954445962612,0.0,0.0,0.012525212964729629,0.0651224479017639,0.012525212964729629,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,236.671875,235008.0,0.22412109375,191.8093270857005,9206.816596323268,0.3666343973617263,118844.13071895424,14730.9013671875,406.3779296875,28.100975012862193,0.08706110566663479,0.08706110566663479,35.58595385186054,11761.853840002825,169.7060546875,1.1520412122608703,0.1855277550499967,81.44722449500033,5.39002910766918,156.22337323383994,1.2775158185186297,0.782769172408034,2.083632140195489
int4,1024,64,21.11346220166676,64.0,3.0312778875391957,3.047196019149068,14324.5234375,14561.1953125,0.11035549799998984,21.00310670366677,0.11035549799998984,0.08965254618171449,0.0,0.012901499823780927,0.011276859119917776,0.0,0.0,0.012236418738172234,0.07756644651410521,0.012236418738172234,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,236.671875,228096.0,0.217529296875,328.17055211277506,9279.102704969844,0.21429069912481788,122445.46801346801,14730.9013671875,406.3779296875,27.93475088529507,0.08708907766670863,0.08708907766670863,35.797706022372395,11758.07606918132,169.7060546875,1.1520412122608703,0.10908262728604179,89.09173727139581,9.167362621160116,292.3728460904027,1.2671565821643236,0.7891684532719578,1.90484617187936
int4,1024,128,77.20993079166676,128.0,1.6578197235921184,1.6602334319997485,14324.5234375,14561.1953125,0.11222851100001201,77.09770228066675,0.11222851100001201,0.10104239626678925,0.0,0.002169242614495414,0.0024299680908464526,0.0,0.0,0.013391759243625456,0.11287603989456838,0.013391759243625456,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,236.671875,215424.0,0.2054443359375,602.3249386054716,9124.241165419102,0.1167540849416611,129648.14260249554,14730.9013671875,406.3779296875,27.59270336163483,0.0871952789999947,0.0871952789999947,36.24146524875884,11743.755071877942,169.7060546875,1.1520412122608703,0.060169292230646515,93.98307077693535,16.61977335825569,566.0834733567128,1.2870938918610355,0.7769440957831596,1.8057087652550723
int4,2048,32,6.340544418666923,32.0,5.047168010766565,5.207986003137013,14324.5234375,14788.7109375,0.19585963700016384,6.144684781666759,0.19585963700016384,0.05821658012437708,0.0,0.0461975919802926,0.042686611112342294,0.0,0.0,0.015773000959882356,0.05033260964698856,0.015773000959882356,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,464.1875,234007.63076923077,0.2231670673076923,192.01280483427823,10456.467863249878,0.3606113940390419,119352.18257708361,15126.9248046875,802.4013671875,28.329816076645013,0.16662037566667698,0.16662037566667698,35.29849954883385,12291.41389104182,338.2138671875,2.235840209126279,0.18383409158206487,81.61659084179351,5.439687445315837,156.71430528544437,1.1754843080655384,0.8507131853131005,4.1439352428123035
int4,2048,64,21.14691710533316,64.0,3.026476765974316,3.0549915143335693,14324.5234375,14788.7109375,0.19740613699984044,20.949510968333318,0.19740613699984044,0.08267934083073634,0.0,0.011852272632065643,0.011258440583271814,0.0,0.0,0.020166014203534654,0.07704055811271691,0.020166014203534654,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,464.1875,230462.0606060606,0.2197857481060606,327.3331514369672,10374.55081754452,0.2115337383967023,121188.37000134644,15126.9248046875,802.4013671875,27.834598401296503,0.16689010433333348,0.16689010433333348,35.92651079720343,12271.548443096914,338.2138671875,2.235840209126279,0.10975518562506982,89.02448143749302,9.111186813678753,291.4066406397638,1.1828510611123868,0.8454149747809937,3.7991107808358415
int4,2048,128,76.7987281573334,128.0,1.6666944818928655,1.6709840065816486,14324.5234375,14788.7109375,0.19715356466667797,76.60157459266672,0.19715356466667797,0.03370089501663343,0.0,0.0007315629661458269,0.0004439499777564314,0.0,0.0,0.017440392267492312,0.020351337803594622,0.017440392267492312,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,464.1875,223683.76470588235,0.21332146139705882,598.4497733438584,10387.841596790282,0.11570228331400896,124860.74484987209,15126.9248046875,802.4013671875,27.85491160240917,0.16720686799991802,0.16720686799991802,35.900311380399785,12248.300709759147,338.2138671875,2.235840209126279,0.05998884614794919,94.00111538520508,16.669765534974978,562.5494619634586,1.1790996806828211,0.8481047161516457,3.5979771708191004
int4,4096,32,6.428334384666566,32.0,4.978229835196458,5.280973202682188,14324.5234375,15242.7421875,0.3685802260000249,6.05975415866654,0.3685802260000249,0.05793056457894606,0.0,0.044692344500827916,0.04267068770698679,0.0,0.0,0.01382219203705834,0.049190456357657,0.01382219203705834,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,918.21875,233241.7984496124,0.22243671269379844,189.35903698433907,11112.913040537675,0.354773208982123,119744.06670523772,15920.9716796875,1596.4482421875,28.078818531285734,0.33660384700003004,0.33660384700003004,35.6140340764619,12168.607211431052,678.2294921875,4.259975495420343,0.18807675959720557,81.19232404027944,5.316978036742281,153.74500290787716,1.0949970693590796,0.9132444533256304,8.353369609804874
int4,4096,64,21.141224533999775,64.0,3.027279202066739,3.0819387884381313,14324.5234375,15242.7421875,0.3749698393330618,20.766254694666713,0.3749698393330618,0.06389970834301022,0.0,0.009139439202650104,0.008510066652926435,0.0,0.0,0.020500086937264815,0.05743211510009471,0.020500086937264815,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,918.21875,231447.63076923077,0.2207256610576923,324.4710776708129,10923.545230425278,0.20704314752162414,120672.3152843481,15920.9716796875,1596.4482421875,27.916134106247863,0.3363101153333143,0.3363101153333143,35.82157888316605,12179.2352155108,678.2294921875,4.259975495420343,0.11039991342312572,88.96000865768742,9.05797811785718,288.64949878764685,1.1149526054588996,0.8968991104230958,7.623981859054048
int4,4096,128,76.60166825666663,128.0,1.6709829064959347,1.6790716184657846,14324.5234375,15242.7421875,0.3690301806665654,76.23263807600006,0.3690301806665654,0.07334660358875332,0.0,0.001600605159840602,0.0013961727278121294,0.0,0.0,0.01596246491352209,0.06338133282744687,0.01596246491352209,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,918.21875,227940.84848484848,0.21738133285984848,595.5672104765421,11099.363181086026,0.11279921395764035,122528.81244256883,15920.9716796875,1596.4482421875,27.8962900828591,0.3365809563332884,0.3365809563332884,35.847060560015144,12169.434791028607,678.2294921875,4.259975495420343,0.06018978199174562,93.98102180082543,16.61411566729282,559.7201499165269,1.0964083787947445,0.9120689145948302,7.216664377462037
int8,512,32,2.637467792666636,32.0,12.132849986993664,12.398957945825865,14324.5234375,14463.1875,0.05660540933331496,2.580862383333321,0.05660540933331496,0.000591772989878031,0.0,0.002722205041961679,0.005472012845013186,0.0,0.0,0.0009882870191361248,0.0011389539855008975,0.0009882870191361248,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,8,138.6640625,267279.0588235294,0.2548971737132353,80.65193900723344,9045.071946837134,0.8778516448414767,104494.98585835822,14552.7646484375,228.2412109375,28.23017295204808,0.04840763999997457,0.04840763999997457,35.423091516251255,10576.842828947434,89.5771484375,0.6155335470715367,0.4392094220211403,56.079057797885966,2.2768181870922324,45.22884749098218,1.1693486675521612,0.8551769269069552,1.5973369017779186
int8,512,64,7.5144783496666605,64.0,8.517745720369668,8.581958054099358,14324.5234375,14463.1875,0.056211767333328035,7.458266582333333,0.056211767333328035,0.09236004528162318,0.0,0.10419916856256302,0.10591750679954695,0.0,0.0,0.00034363105643467714,0.09249259938528995,0.00034363105643467714,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,8,138.6640625,252430.22222222222,0.24073621961805555,116.52352454954361,9108.413136415202,0.6076063832677093,110641.74973237929,14552.7646484375,228.2412109375,27.616231835699363,0.048450652999993765,0.048450652999993765,36.21058824931014,10567.45303309051,89.5771484375,0.6155335470715367,0.31075774946984275,68.92422505301572,3.2179406682730023,80.31293630023347,1.1601859593788193,0.8619307895567145,1.2996467986197637
int8,512,128,23.75866296599982,128.0,5.387568598997471,5.400053208467585,14324.5234375,14463.1875,0.05492742133325614,23.703735544666568,0.05492742133325614,0.09707957944206963,0.0,0.02204200842316921,0.022144593074637915,0.0,0.0,0.00027666680433701654,0.0970790107425181,0.00027666680433701654,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,8,138.6640625,227187.2,0.21666259765625,185.18336049577144,9321.39153035401,0.3823261286954074,122935.27748042143,14552.7646484375,228.2412109375,27.535713332729745,0.048377006999923304,0.048377006999923304,36.31647337101563,10583.54023432685,89.5771484375,0.6155335470715367,0.1961108885473806,80.38891114526194,5.099155928603112,148.8668871247558,1.1354034641569128,0.8807441861581286,1.114297322371179
int8,1024,32,2.611740475333287,32.0,12.252378205642808,12.7017595563944,14324.5234375,14593.1953125,0.0924017679997935,2.519338707333494,0.0924017679997935,0.003202186880690425,0.0,0.015026656775513375,0.016155296704536522,0.0,0.0,3.2350784966289885e-05,0.0032034393526678235,3.2350784966289885e-05,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,8,268.671875,266783.0303030303,0.2544241240530303,78.72924972009675,11082.039036334116,0.8912785381969693,104689.27292817681,14730.9013671875,406.3779296875,28.100975012862193,0.08706110566663479,0.08706110566663479,35.58595385186054,11761.853840002825,137.7060546875,0.9348107848596067,0.45200422941127966,54.79957705887204,2.2123686791658264,43.14329586823621,1.0613438376674034,0.9422017300234922,2.512903603974174
int8,1024,64,7.412728304333086,64.0,8.633863554243163,8.74314682066507,14324.5234375,14593.1953125,0.09265364866647958,7.320074655666606,0.09265364866647958,0.024961610756157254,0.0,0.02912938924093157,0.02958055424606545,0.0,0.0,0.0002856184759817099,0.024718235949769015,0.0002856184759817099,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,8,268.671875,258936.4705882353,0.24694106158088236,114.37529536121097,11051.912307156283,0.613503907310295,107861.67513812154,14730.9013671875,406.3779296875,27.93475088529507,0.08708907766670863,0.08708907766670863,35.797706022372395,11758.07606918132,137.7060546875,0.9348107848596067,0.312984599596608,68.7015400403392,3.1950453833474737,78.57758933883858,1.0638951651442063,0.9399422356285023,2.0044100118664545
int8,1024,128,23.851243046999873,128.0,5.36668616722019,5.3876172320304,14324.5234375,14593.1953125,0.09266026933316117,23.758582777666714,0.09266026933316117,0.11947187944656795,0.0,0.026819715114213407,0.02701152517062386,0.0,0.0,0.00029076205884574595,0.11939263923658373,0.00029076205884574595,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,8,268.671875,244551.11111111112,0.2332221137152778,185.61081029565565,11051.122637235114,0.3780474342636624,114206.47955801104,14730.9013671875,406.3779296875,27.59270336163483,0.0871952789999947,0.0871952789999947,36.24146524875884,11743.755071877942,137.7060546875,0.9348107848596067,0.19525514268824407,80.47448573117559,5.121504029200702,149.3693450468968,1.0626753007254763,0.9410212125164775,1.711176572752587
int8,2048,32,2.694535377666701,32.0,11.875908359778188,12.692596963586206,14324.5234375,14852.7109375,0.17337602800004479,2.521159349666656,0.17337602800004479,0.00433692518549397,0.0,0.019097869013609804,0.021188382935879557,0.0,0.0,0.0002150368347557622,0.004212659654237491,0.0002150368347557622,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,8,528.1875,266271.5076923077,0.2539362980769231,78.78608316870852,11812.475021053493,0.8750738734096686,104890.38693645722,15126.9248046875,802.4013671875,28.329816076645013,0.16662037566667698,0.16662037566667698,35.29849954883385,12291.41389104182,274.2138671875,1.8127535551874177,0.4480296281926776,55.19703718073223,2.2319952455687697,43.48758361987466,1.0405451752604522,0.9610346804497906,4.967909170371567
int8,2048,64,7.477396753999831,64.0,8.559137945943649,8.762744127030658,14324.5234375,14852.7109375,0.17374009299995427,7.303656660999877,0.17374009299995427,0.009596642144658097,0.0,0.010987288965617271,0.011581320892565417,0.0,0.0,6.944122859076501e-05,0.009650718447034969,6.944122859076501e-05,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,8,528.1875,262237.0909090909,0.2500887784090909,114.11950246444773,11787.722480386488,0.604135502524614,106504.08519701811,15126.9248046875,802.4013671875,27.834598401296503,0.16689010433333348,0.16689010433333348,35.92651079720343,12271.548443096914,274.2138671875,1.8127535551874177,0.3148148214928978,68.51851785071021,3.176470520853669,78.19299166724431,1.0410449061313973,0.9605733567402742,4.0020402628230185
int8,2048,128,23.85629890366666,128.0,5.365487418366595,5.404818007712325,14324.5234375,14852.7109375,0.17359910266668518,23.682699800999973,0.17359910266668518,0.06695358062936056,0.0,0.015046628221397818,0.015277505385272531,0.0,0.0,0.00015217209713900816,0.0669961846029358,0.00015217209713900816,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,8,528.1875,254524.23529411765,0.24273322610294118,185.02010587092198,11797.296002918942,0.37262784303731894,109731.48171813987,15126.9248046875,802.4013671875,27.85491160240917,0.16720686799991802,0.16720686799991802,35.900311380399785,12248.300709759147,274.2138671875,1.8127535551874177,0.19403464943126447,80.59653505687355,5.153718693702918,149.1197944905222,1.038229498245074,0.9631781814043106,3.4023034240119494
int8,4096,32,2.844698588333358,32.0,11.249000870049173,12.802096067113247,14324.5234375,15370.7421875,0.34510599499996414,2.4995925933333942,0.34510599499996414,0.0025313271508725145,0.0,0.010011660209693737,0.013724373632175981,0.0,0.0,0.0002950404901998867,0.0026786470282507274,0.0002950404901998867,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,8,1046.21875,265755.7829457364,0.25344446463178294,78.11220871626303,11868.817289019931,0.85287660236634,105093.93685593955,15920.9716796875,1596.4482421875,28.078818531285734,0.33660384700003004,0.33660384700003004,35.6140340764619,12168.607211431052,550.2294921875,3.456004465415267,0.45593428558431004,54.406571441569,2.1932985336218653,42.49817463980113,1.0252586180333623,0.9753636618224063,10.113291053056518
int8,4096,64,7.611554327999936,64.0,8.408276664637185,8.809051648816466,14324.5234375,15370.7421875,0.3462923673334141,7.265261960666521,0.3462923673334141,0.008615348816734487,0.0,0.00951286140352054,0.011105813073945979,0.0,0.0,0.0006416705180790432,0.009164619462520455,0.0006416705180790432,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,8,1046.21875,263711.5076923077,0.2514948918269231,113.51959778035294,11828.155588703246,0.5868596830492548,105908.61853699334,15920.9716796875,1596.4482421875,27.916134106247863,0.3363101153333143,0.3363101153333143,35.82157888316605,12179.2352155108,550.2294921875,3.456004465415267,0.31555413852396297,68.4445861476037,3.16902831532365,77.6980188971869,1.0296816882543258,0.9711739185100524,8.039050612431295
int8,4096,128,23.810247630999886,128.0,5.375894659361461,5.454957008400021,14324.5234375,15370.7421875,0.3450931096666257,23.46515452133326,0.3450931096666257,0.09577388629251102,0.0,0.021661633249511446,0.022186393585608637,0.0,0.0,0.0005523407515670053,0.09526859331587048,0.0005523407515670053,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,8,1046.21875,259715.87878787878,0.24768436316287878,183.31950159462528,11869.260455408416,0.36340964596649356,107537.98189910092,15920.9716796875,1596.4482421875,27.8962900828591,0.3365809563332884,0.3365809563332884,35.847060560015144,12169.434791028607,550.2294921875,3.456004465415267,0.1955441742323946,80.44558257676054,5.113933994328818,147.47244103461014,1.0252900622366419,0.9753337487915641,6.839772608551567
